company,datePublished,ratingValue,reviewBody
Wayfair Canada,2020-10-12T18:59:45Z,1,DONT make an account. Wayfair won’t stop spamming you. Even wen you opt out. If you have the same problem forward the email to spam at fightspam.gc.ca and ask them to help stop this.
Wayfair Canada,2020-10-11T17:41:14Z,1,Ordered a bed and a month later got only the headboard. Another two months and many calls later only the center rail arrived and the rest of the bed became unavailable. Company is operated by the most incompetent people on the planet. Customer service tries to placate you but they ultimately couldn’t get it together.
Wayfair Canada,2020-10-09T02:57:08Z,1,Even 1 star is too much. My parcel was supposedly delivered today at noon. It’s 9 PM and NOT HERE!!!  Don’t waste your money folks!!!
Wayfair Canada,2020-10-08T02:23:16Z,1,"I have been waiting for weeks for my order to ship. I contacted customer service to find out when I might expect my order. Instead of customer service getting back to me they sent me a survey asking me how happy I was with their customer service.  
Even with Covid I am not sure Wayfair is up to the task."
Wayfair Canada,2020-10-06T03:38:03Z,1,"They have great selection and customer service, but this is where the positives end.

I've ordered several things, the first order was cancelled without any indication as to why, the second one was put on hold for days again with no explanation so I ended up cancelling the order, the third one arrived on time but wasn't working (they did give me a full refund on the spot), and lastly, I ordered something and although tracking said it arrived - it didn't.
I'm not sure why I kept trying, probably because of the great selection, but they are not reliable, so if there is a time constraint or you need something in a timely manner, I would get it somewhere else."
Wayfair Canada,2020-10-05T20:17:54Z,1,"This company is horrible! By far one of the worst I've tried to order through. I had difficulty apply my finance  card and had to call Flexity (who had to call wayfair, to get a backdoor way to apply my card to account) finally after an hour on the phone it was added. Now a week and a half later I'm still trying to order 1 item and I'm getting authentication errors! I've called flexity and everything is good on their end, they suggest calling wayfair. I've now spoken with several reps (they only have sales reps or shipping clerks) and not one of them can help me. Oh but because it's my first order I can save 10%. Wow Is all I can say. Will not be ordering from wayfair today or ever."
Wayfair Canada,2020-10-05T12:41:37Z,1,"I just purchased a bookcase that went on sale 2 days later. I called them to get the discounted price and they refused stating it is against their price matching policy!! I am not price matching with another company!!!! It is ridiculous since I didn’t even receive my item yet!!!
Beware!!! I will not buy anything again from Wayfair!!!what a shame"
Wayfair Canada,2020-10-01T02:31:49Z,1,"Awful company! What a scam! I ordered a fire pit and it completely rusted 2 weeks later. They told me I could pick out a new fire pit, didn't matter what the cost was, and they would send me a new one. I picked one out and waited... and waited... still no fire pit. I called back today (over 3 months of waiting!!!) and they NOW tell me that they won't send me a new fire pit and will only issue me a refund. So, I went the full summer with no fire pit for absolutely NO reason at all. They refuse to honour what the first customer service person assured me and promised me. The customer service person today was incredibly rude and 100% unhelpful. How do you just go back on your word and not honour something that was promised by someone at your company?! Thanks Wayfair! Take your money somewhere else. It's not worth the hassle."
Wayfair Canada,2020-10-01T01:37:54Z,1,"Worst company ever, I have been waiting for a 1400 dollars reimbursement for 3 weeks. I have to complete some papers with my bank to be able to get my money back !!!!!!"
Wayfair Canada,2020-10-01T00:52:02Z,1,"False advertisement. They show a picture of q-stove with a BBQ. They talk about BTU and the heating range, but I received only the BBQ Top with NO stove!!! Where is the heat coming from. False advertisement!!! Very disappointed as I waited for 2 weeks for the stove to come."
Wayfair Canada,2020-09-29T12:47:44Z,1,"Wish I had read the reviews here before ordering my office chair. My package arrived OPENED and the hardware pack (with all the screws) was missing. Without it, I couldn't assemble the chair obviously. I had to call in to order a replacement. I was told it'd take one week to deliver - fine.

A few days go by but the tracker hasn't updated. I called a few more times and was assured that it has been shipped on Sep 23 and I'd receive it on Sep 28. On Sep 29, the tracker finally updated to say it was picked up in California?!! I live in Ontario, Canada!!! I'm for sure not going to get it until mid-October.

AVOID WAYFAIR!! Their customer service is nice over the phone but they have no idea what they're talking about and they let their manufacturers run circles around them."
Wayfair Canada,2020-09-28T09:50:30Z,1,"Please read... two funny things happened. First off, they sell garbage items overpriced. I bought a desk for almost $500 and during the building process it wouldn't stay together I had to put so many extra screws in it to keep it up as it's made from pressed bored which is the cheapest recycled garbage wood that wouldn't even be sufficient for a camp fire BUT this cost $500 ? LOL Another funny story, I posted a 5 star review on their website and it was on the top of the list everyone could see, I let it linger for a day or so then went in and changed it to 1 star and added the proper review they deserved and guess what... I can not find the review ANYWHERE they removed it entirely LOL only want people to see the 5 star fake ratings hugh? Don't shop here, they will fall off the map soon enough."
Wayfair Canada,2020-09-28T00:45:35Z,1,"Worst company ever to order from. I ordered pillows and they never showed up. When i asked for my refund, they had refused. They steal peoples money. I was told that international shipping takes like we dont order from around the world. This company needs to improve or create the same shipping like Amazon does it. Worst worst nightmare experience ever. The customer service even hangup the phone on me when i was requesting for my refund."
Wayfair Canada,2020-09-25T16:21:25Z,1,"If I could give less than one star, I would. I ordered a bed and rails early June 2020.  Bed frame arrived and rails did not. After multiple phone calls with customer service (waiting on phone for over an hour) it is now September 25 and still no bed rails.  They will not refund my money nor are they able to ship bed rails. The rails are specific to the frame which is the issue. The only thing they have been able to do is send me a card from the founder apologizing for my experience and offering a $20 gift card for another purchase.  Terrible experience and customer service."
Wayfair Canada,2020-09-25T12:11:08Z,1,"very cheap vendor. try not to deal with them. they will call you and be nice to say that they want to work with you to setup business accounts. but when you want to buy something, there is no discounts. after you receive the goods, they offer discounts to everyone. then you ask price match. they refuse. this is just a waste of time. i won't do business with them."
Wayfair Canada,2020-09-24T19:23:36Z,1,"About 6 weeks after receiving my Billups Ergonomic Mesh Task Chair it began to squeak every time I moved. I sent an email to customer service and they automatically refunded $45 to my payment method without my knowledge or consent. When I told them I needed a fix for the squeak they said that since I accepted their money there was no other remedy, hire a contractor to fix it because 30 days had passed and that is the end of their obligation. It still squeaks, despite disassembling it and spraying with WD40. Note ZIPCODE DESIGNS is a Wayfair house brand of Wayfair and of inferior quality IMHO. I call WAY-NOT-FAIR, buyer beware."
Wayfair Canada,2020-09-24T17:51:50Z,1,"After waiting for 6 weeks for our bathtub, we called Wayfair as it was holding up our reno. We were told that they had no idea where it was but the would call in 3 days with more information. They didn't call back so after another week we called again. No apology for not getting back to us from the new associate but they informed us that the tub was no longer in stock. She could reorder it BUT IT WOULD BE 20 WEEKS before we would get it. This is the one and only time we will use Wayfair. Shady company beware!"
Wayfair Canada,2020-09-23T23:14:07Z,1,"Seriously terrible company. Bought item, still not delivered. Went to check on delivery and the item ordered is now half off. Called customer service, they said I have to order it again to get that price and pay to return the one already ordered. Screw them I'm returning their sh!t. Not ordering the item again. Never use this crap company."
Wayfair Canada,2020-09-23T15:56:30Z,1,"Multi Million dollar company will not give us some sort of discount since they MESSED up our order. Now we have to wait another few weeks for a missing piece. NEVER WILL ORDER FROM THEM AGAIN.

This is a HUGE inconvenience, I repeat I will NEVER order from them again. Also customer service lady was nice, however its better to order some smaller businesses that care about you."
Wayfair Canada,2020-09-22T14:59:05Z,1,"Do not buy anything from wayfair.ca, I have ordered backsplash Tile on wayfair.ca and repeatedly they have sent the wrong tiles. Every time when I spoke and complaint to the customer care, that the product they have shipped is wrong, they said we cannot do anything as we don't have control over the supplier who is sending the tiles. They refused to provide more details as its their mistake. Never buying from them again."
Wayfair Canada,2020-09-21T14:09:56Z,1,"Ordered a set of stools on June 21, supposedly the order has been lost in transit twice and won't be getting it until November 12th.....on what world does it take two bloody stools to get to you in 5 months.... I've been left in the dark and mislead with incorrect shipping times, this is the last time I ever shop at waycrap.com"
Wayfair Canada,2020-09-20T19:09:22Z,1,I got a lazy boy  worst ever and we are seniors on limited income piece of  junk cracked spots within six months they would knock 89 .00 off if I reordered this five hundred dollar item again .i asked what’s the point . It will happen again.abd89.00 really will never do business  there again. Their products are crap . Lammy lamont
Wayfair Canada,2020-09-19T21:47:29Z,1,"After 2 month now I order a Chair, that I Never received, their team have to cancel it and replace another order and Again Samething it never Came.
And They give me reimbursement to buy the chair again more expensive coz I bought it before at a promo Price.

They even put me on hold to say they will go and see what they can do for me, and never came back on the call, and hang off

It was My first Order on Wayfair and certainly the last one, and i don't like put bad testimonial to Any business, but TOTALLY DISAPOINTED.

They Keep my money for more than 2 month without giving me ANYTHING AT all.

Thank you wayfair you really suck.

A real frustrated client"
Wayfair Canada,2020-09-18T20:11:27Z,4,"Initially, I was very angry as the bed frame I purchased end of April 2020 was falling apart.
I phoned Wayfair and it was the easiest resolution of my life. They refunded me immediately!!! 
I ordered a new heavy duty bed frame and hopefully it lasts. Bed arriving in few days."
Wayfair Canada,2020-09-16T22:48:51Z,1,"Awful online buying experience. The worst I've ever had. Purchased rug August 20, 2020 and quickly received a delivery date of August 28th. Then was sent a delivery date of August 26th. Called the afternoon of the 28th and was told that I could expect a delivery either September 3rd or 4th. Called the afternoon of the 4th and was told that my purchase went to a warehouse that did not have it in-stock and he switched it to warehouse that did have them in-stock and that my order should have never even gone to the first warehouse. Tuesday, September 8th I checked my account and there was finally tracking info and had a delivery date of Tuesday, September 8th. I checked my account early afternoon on the 8th only to see that it said ""Delivered"" and that it was delivered to Cranbury, NJ signed by ELOPEZ. I am not ELOPEZ and I live in Ontario, Canada, not Cranbury, New Jersey. Needless to say, I called thinking my package was delivered to someone else only to find out that it is a Wayfair's warehouse. I was told that it should receive a tracking number and I would be able to follow my package. As of Friday, September 11 it still did not have a tracking number. I called again and spoke with Linda who told me it could take another 5-7 business days to receive tracking info. Linda said she would stay on it and on Tuesday when she was back at work would check into it and let me know but if I had any further questions I could call her and leave a message. Tuesday, September 15th came around and the carpet went on sale, $45 cheaper than what I originally paid. I called Linda, left a message asking if she had any further info about my purchase and if I could get a price adjustment. I never heard from her. As of this afternoon (Wednesday, September 16) and buy 6pm I decided enough is enough. Wayfair had my money and I had nothing to show for it not even a tracking number. So I cancelled my order. Waiting for an in-stock item for almost a month without any tracking info is ridiculous. It is quite apparent that Wayfair isn't equipped to deliver to Canada. As I was told by one of the customer service reps, sometimes there isn't even a tracking number sent once the item reaches there warehouse and is sent to Canada. Not one of the customer service reps could even find out why it was just sitting in the Wayfair warehouse in Cranbury, NJ since September 8th. Wayfair obviously has a huge logistics problem from purchase to delivery on both the website and staff programs. The customer service staff are very friendly but that's the only thing Wayfair has going for it.
Note: this was my first purchase from Wayfair."
Wayfair Canada,2020-09-14T16:45:28Z,1,"Ordered five items for over $1500.  Wayfair took the money from my account, but never shipped anything.  Order was placed ON HOLD due to a bug in their system and invoice indicated $0 payment received.  I'm out $1,500 and never received items.  It's been three days and I am still trying to get my money refunded.  So far they are ABSOLUTES THIEVES"
Wayfair Canada,2020-09-14T00:01:22Z,1,"I had called Wayfair to get a TV stand, all in white. the person on the phone said it was available and placed the order.  I waited and waited, no movement from FedEx. So i called back Wayfair and all of a sudden, the product all in white was out of stock.  I asked to speak with a manager, which i did.  She made a deal with me(by email, proof available), that if i order the white tv stand with black drawers, she would replace my drawers with white ones free of charge.  So i placed the new order and tried to reach her again for a week, no call backs, no replies.  I tried to escalate to another manager, totally ignored.  There is ABSOLUTELY no WAY to get what you want or get compensation for your time and money lost from them, they dont care!  No way to reach them or contact anyone higher than a manager."
Wayfair Canada,2020-09-11T22:02:20Z,1,"Customer service is not consistent ,shipping and tracking info non existent . price drop just after you order is processed. I am still waiting for several order's after I was advised they were shipped 2 months or so ago. Also they have my money with no info if I'm going to get the products at all, this is getting unacceptable and not a way to run a global business.  They should take a page out of Amazon's book when it comes to service."
Wayfair Canada,2020-09-09T23:27:12Z,1,"Beware false advertising.  Free shipping for over 50$.....is all over the site.  However, despite free shipping on a previous order only 2 months ago....now I am in a shipping tax area....so my almost 300$ order also has surprise shipping costs.  Spoke with Wayfair rep and got nowhere.   Never again"
Wayfair Canada,2020-09-08T20:29:35Z,1,"I bought a Payan Jumbo sofa almost a year ago. And seams got ripped apart and the upholstery got broken into pieces. Contacted wayafair, they advised to reach manufacturer who in turn told me to cantact Wayfair. Wayfair advised again to go a repair shop as I bought this on Jul 2019. this is insane! Never buy anything from this site. Almost $550 went down the drain."
Wayfair Canada,2020-09-07T07:58:50Z,1,Its good on price but quality is so damn cheap!! I bought two comforters from there it has not even been a month and comforter's thread is already coming out from all sides ! I regret my decision to buy here !!!
Wayfair Canada,2020-09-07T01:57:37Z,2,"A site to be avoided. Placed an order of about 800$. They advertised for a 25$ discount but was not applied. An email inquire as of why, was answered by a customer rep that sent a link to a very long list of excluded brands, which is nowhere to be found on the web site. On top of that the brand I was trying to purchase was not on the list. Luckily I was able to cancel the order. A site that stinks dishonesty! 1.6 rating is too good for them."
Wayfair Canada,2020-09-07T01:32:10Z,1,"Bought a couch for sale on the 2nd, three days later it's on sale at a deeper discount. I contact support asking if I could get the price difference credited (hasn't shipped yet), was told no. Okay fine. I try to cancel the order so I can reorder the cheaper price, but it's been ""pending cancellation"" all weekend and the sofa won't be on sale by time it's finally cancelled and I'm not interested in being charged twice. They're so slow with everything, once my refund is processed I will shop from another retailer, I can't be bothered with trying again with them. This was my first time using Wayfair and it's such a headache. 

Suggestions to Management: 1) Price match yourself, especially when the difference is well under a week. 2) Cancellations shouldn't take days. You're a large company with huge demand, you should have the infrastructure and personnel to accomodate that."
Wayfair Canada,2020-09-05T18:05:04Z,1,Ordered 2 End Tables. for $213.00 and 2 Days later (Just as it got shipped) It went on more Sale for 189.99. When Asked if they could refund me the difference they says No. I would need to Return the tables and order again at sale price.
Wayfair Canada,2020-09-01T23:58:03Z,1,"After reading the reviews we also had Wayfair tell us they lost our patio furniture in transit lol . We ordered the set over 45 days ago and now they offered to reorder the set again Or refund. We will be getting our refund and never order from this company again. 
Buyers beware !!
Terrible customer service"
Wayfair Canada,2020-08-31T21:25:53Z,4,"I have purchased from Wayfair numerous times and have usually been happy, but my recent purchase 4 days later was $70 cheaper and when I called to get price adjustment they wouldn’t. These guys are crooks! They said it was a sale and I haven’t even gotten my item yet!!! Do not shop here unless your willing to get the worse deal possible!

*UPDATE* 
I have to give more stars as I called again and the rep went above and beyond to resolve the issue for me and make it right! So while I still don’t agree with their price adjustment policy, they have made it better for me and I may continue to still shop with them."
Wayfair Canada,2020-08-31T20:08:08Z,1,"Ordered a patio umbrella. Was supposed to be delivered Aug 21st. On  Aug 31st, still not here.
No reply to my inquiry on Aug 29th."
Wayfair Canada,2020-08-31T18:17:22Z,1,"ordered an outdoor set  which came with missing parts ans was promised a replacement wich i got but not the correct one and since than almost 5 months now just appologies and we will take care of you promtly and than just a tone of advertising but no folow up a disater of a service 
extremely disapointed 
let alone that the quality of the set is very poor"
Wayfair Canada,2020-08-31T15:57:27Z,1,Be aware that waifair is charging your money and dont ship the items you purchased. I bought two items which stated delivery in 2 days. After a week of endless emails  they told me to cancel my orders!  Do NOT think that you can purchase from them. You might end up waiting for your items and then refund for weeks while they are keeping your$$$
Wayfair Canada,2020-08-28T22:58:54Z,1,Deck wicker sofa and table looked good but missing parts. Ordered parts and wrong pats sent out. 2 yrs almost to the day the wicker under the glass top table started to expand/contract and melt just  disintegrating the wicker top. Both Suntone and Wayfair would not replace the table top for free or for a charge. This is now going into the trash bin. I wouldn't touch Wayfair with a barge pole.
Wayfair Canada,2020-08-28T15:17:12Z,1,"Worst online shopping experience. They have a .ca address but ship from the US. Never provided a tracking number, spoke to 6 different reps who all copied and pasted the same response, and only after I pressed them for the 8th time did they investigate and realize my item was lost in transit. Never ordering from there again."
Wayfair Canada,2020-08-28T13:50:02Z,1,"Poor customer service and quality. 4 out of the 6 products I ordered arrived damaged, one is still on its way and I am not looking forward to seeing the quality on that. Most product is from Vietnam or Malaysia and made of poor quality materials that dont justify the premium prices. They refund you the money easily but you are left to dispose of the broken or damaged items on your own! I dont have the facilities to dispose of an item like a bed on my own!
Dining table arrived damaged and I am being told that it is normal finish!! Terrible. Will not buy again!"
Wayfair Canada,2020-08-26T20:22:11Z,5,I am an interior designer and builder and have used wayfair many times. I find they have a great choice of options at reasonable prices. Their customer service is amazing and they are very understanding if any issues arise. I highly recommend giving them a try. I usually never write reviews.
Wayfair Canada,2020-08-25T22:54:27Z,1,I did order several times.  After all their service started to get peculiar! My order still in back order for 4 months and now there telling me we’re out of stock and no refund .......
Wayfair Canada,2020-08-25T14:27:49Z,1,"Ordered chair in may and it kept getting delayed. By August I was losing my patience and with Covid and the US postal service asked for my money back and cancelled the chair. The whole experience was stressful and a complete waste of my time. I was happy to get my money back!
Don’t bother"
Wayfair Canada,2020-08-24T16:29:05Z,1,"Never again. They have items for sale which they don’t have stock of but don’t tell you that until after purchase. Then when you try to cancel, they ignore the cancellation and ship anyway, or at least claim it’s been shipped so you can’t cancel. Seriously crooked company."
Wayfair Canada,2020-08-21T19:15:55Z,1,"THE WORST SITE TO ORDER FROM ,, NEVER AGAIN"
Wayfair Canada,2020-08-17T17:02:10Z,1,"I will never order from these people again! Something I ordered was expected Aug 5, it's now Aug 17 and still no sign of it. I tried to cancel the order only to get an immediate email back saying it couldn't be cancelled because it was in production or has been shipped. Five minutes later I get an email confirming shipment with a tracking number, shipped by FedEx. The tracking number doesnt exist so they tell me it went by UPS, the tracking number shows the delivery was to New Jersey (I am not in New Jersey). Now they dont respond to my emails. I have contacted my credit card company to dispute the charge"
Wayfair Canada,2020-08-17T16:49:47Z,1,"I've almost never had a worse customer service experience. I ordered over the phone because the woman helping me said that this way she could request a specific delivery date. We weren't sure about one item and she said not to worry, we had 48 hours to cancel if we changed our minds. I cancelled one item about 12 hours later only to be told I couldn't cancel it. So I called FedEx myself and told them to send it back, they were great, no problems with FedEx. Unfortunately Wayfair thinks it's fair to charge me $120 restocking fee, even though their representative told me I could cancel it. Also, she had said the other items would be delivered after a certain date (we don't have possession of the house yet) but of course this was bull too and items arrived separately and before they were supposed to. After complaining about the unfairness of the $120 finally someone told me a manager would call me to make it right. But that turns out to be another lie as well. They will say anything, they literally just don't care."
Wayfair Canada,2020-08-15T14:19:44Z,1,"We recently ordered high back Lawn chair cushions from Wayfair. They advertised them as 47” when they arrived they were 44” long to short for the chairs. We returned them immediately and when we checked our billing these crooks charged us $16.00 to return them. I complained but got no results.
Don’t buy from Wayfair they are a ripoff company beware of surreptitious charges."
Wayfair Canada,2020-08-15T05:15:28Z,1,"I was very disappointed with one of my recent purchases, but unfortunately they didn’t post my negative review. The description says the item was solid wood, but when I received the pedestal, it is made of cheap plastic! On top of that, it went down in price 2 days after I received it, and I overpaid more than $40+ tax. Customer service refused to refund the difference offering 10% discount on my next purchase within a month. I would be very cautious about all the “positive “ reviews because apparently, they don’t post negative (and more accurate) ones"
Wayfair Canada,2020-08-14T04:00:20Z,5,"Recently wrote elsewhere that I've had a great experience w/ Wayfair & AMJ Campbell who deliver for Wayfair in Ottawa, Canada.  Fantastic service all around."
Wayfair Canada,2020-08-13T19:47:22Z,1,"I have ordered 2 items from this company, first a corner toilet once installed water continuously ran in toilet bowl, had to order replacement parts from them and they finally arrived today hopefully this corrects the problem.  2nd item I ordered was a mirror opened the box and mirror was cracked entirely.  Won't be ordering a third item, no luck with this company."
Wayfair Canada,2020-08-13T04:40:06Z,5,"I have delt with Wayfair for awhile and wanted an area rug. Was looking for a certain size it was advertised 2 by 3 it was only 31 inches not the first time, the companys don't say 31inches. Returned it no problem. Got a nice air purifier and other things! Easy to deal with Wayfair. Don't understand the negative reviews🤪"
Wayfair Canada,2020-08-13T03:55:10Z,1,"I ordered a Rain Wizard 42 Gallon Rock Rain Barrel on June  9th. The deliver date was supposed to be July 31st which I put down to COVID. When August rolled around I still hadn't received the barrel or any communication from Wayfair. I went into the site to check and noted the product showed as delivered. I've been home since March and no one from either Wayfair or FedEx had contacted me or left a notification they tried to deliver. I contacted Wayfair and they said the item had been returned as ""customer unavailable"". No one tried to deliver so I'm not sure how they determined that. Wayfair's response to resolving the situation was to order me another one at full price and have me wait till late October for delivery.  I called them to discuss as this is unacceptable. The person on the phone said he couldn't do anything to ""make things right"" and would have to escalate my complaint.  I was promised they would get back to me with respect to what they would or would not do to make things right.  They never did respond and when I contacted them again asking questions they did not answer the questions but instead reiterated that if I didn't want to wait another 11 weeks, they would cancel the order and refund my money.  How generous.  I'm not impressed with Wayfair and think they've really been slipping."
Wayfair Canada,2020-08-11T14:41:32Z,1,"Bought a dining table; it will take 2 months to deliver. One month in (so 1 month still to go until shipping!), we noticed a price drop on their website and asked Wayfair to match the new price. They refused! Why? I've never heard of this kind of practice before. Should I just cancel and re-order; what if it delays shipping by another month then? All this seems downright shady and I will not be purchasing from Wayfair in the future."
Wayfair Canada,2020-08-08T05:14:26Z,1,"I did not place an order. The app automatically placed the order of all the items in cart and even charge my credit card without asking my confirmation. I only knew that an order was placed because I received an email notification that an order was successful. In less than 5 minutes I immediately cancelled the order. 5 of the 6 items were cancelled except for one. Around afternoon of the following day, another email was received informing me that they are preparing the item for shipment. Since I don't want the item, I again emailed them not to send the item as I did not order it. It was delivered today. I emailed again asking for return and refund of my money. Now they are charging me for the return shipment of the item that I did not order! What a ridiculous practice. Is this a scam? Very bad customer service. All the response of the agent was automated. Never browse or shop at Wayfair. I dont trust the company."
Wayfair Canada,2020-08-05T14:23:36Z,1,"Wayfair = Trash

I’ve never written a review for any company before. I heard so many good things about wayfair but this has been my experience so far. I ordered this table set on May 7th. The estimated delivery was May 25th but being in the midst of Covid, I assumed it would be delayed until at least the beginning of June. I was correct, the estimated arrival date was changed to June 7th. Here we are, August 5th today and I still haven’t received my package. I’ve heard nothing from Wayfair it’s been radio silence. I contacted Fedex and they told me my package is still with Wayfair.....I contacted Wayfair at least 3-4 times and i received a response back saying I’ll hear from the case management in 1-3 days. It’s been 6 days now. I literally won’t even be surprised if I have to wait to hear back another month. I paid over $500 for this table set. Why am I still waiting? What a waste of my time."
Wayfair Canada,2020-08-04T18:47:26Z,1,"Horrible customer service and even worse managers! 
Placed my order and after a month of it not being shipped I contacted customer service 5 times and managers 2 times and got told 7 different stories, even them laying the blame on the shipping company when the shipping company did not even have the item in their possession! Was constantly told my item will be shipped out that day or the next day and that never happened.  
Plus my card was charged 2 times for the 1 item I ordered! In the process of canceling my order but we will see how they can mess that up to! 
Wayfair is an absolute garbage company!"
Wayfair Canada,2020-08-04T01:42:27Z,5,"I've always had good and quick service from Wayfair. Most recently I purchased some address numbers. When they arrived one of the numbers was wrong. I contacted wayfairs customer service and within a couple of hours they confirmed they would replace the wrong item. I received the correct number 1 week later and I didn't even need to send back to wrong one. They answered me so fast and it was all resolved within just a few short hours. I would recommend Wayfair to everybody! Great quality products, fast shipping, and even better customer service!"
Wayfair Canada,2020-08-01T16:53:59Z,1,"I ordered a wood fire pizza oven and it arrived damaged, I call right away and was told a new one would be on order for me. 1 week later I was told pizza oven is on back order! I called to find out why and was forwarded to Manager (Josh Heistman) where josh gave me his phone number and email. He told me he would get me a new pizza oven at wayfair cost! He emailed me on June.26 with a couple ovens with price. I still have email!! I have emailed wayfair many times and called and spend way to much time on hold for an answer. As of right now I dont no of I would order from wayfair or even recommend them to anyone. I have had a really bad experience so far for a first time costumer"
Wayfair Canada,2020-08-01T13:51:16Z,1,They kidnap kids they kidnap kids
Wayfair Canada,2020-07-31T02:18:03Z,1,"I was shopping for a new kitchen table, and I realized that each time I checked the product, the price kept increasing by around $200. This is ridiculous, and for that reason, I will never buy a product from this website."
Wayfair Canada,2020-07-29T00:00:47Z,1,"I have never been more disappointed with an on line company as I am with Wayfair. I am on the fourth replacement ORDER of an umbrella of which I have not received any shipments other than the original badly damaged umbrella. Lost in Transit, out of stock, no delivery until Jan 2021. 
BUT THEY TOOK MY MONEY RIGHT FROM THE START. 
This is a seasonal item so I guess I’m SOL and will need to sit in the hot sun for the rest of the summer.
Signed
Totally Annoyed"
Wayfair Canada,2020-07-28T22:12:27Z,1,"I ordered a new bed frame on May 29, 2020. It was supposed to be delivered a few weeks later. The delivery date came and went, so I tried tracking the delivery and it wasn't updating. I called customer service and was told that 1 of the boxes was lost. There was no communication and if I hadn't called I don't know what would have happened. The customer service agent was able to reorder the bed frame and gave me a new delivery date of July 23, 2020. When I checked the tracking, the date had changed to August 4th and then August 8th. Now when I log in to my account, it says delivery is scheduled for June 15th! When I emailed to say that this was my first order from Wayfair and I was very disappointed, they sent me an email back offering 10% off my next order. Wow! Sorry, there will not be a next order."
Wayfair Canada,2020-07-27T20:46:35Z,1,"I placed an order with Wayfair for a high end office chair. Paid for it on my credit card. Received an email confirmation with a scheduled delivery date. Then, as the delivery date approached, I received 3 separate emails each indicating that the delivery date would be delayed. So eventually, the date was pushed out 3 times with a total delay of about 2 weeks. This was annoying but was still ok. Then today, about 1.5 weeks away from the latest delivery date, out of the blue, I received an email and a refund indicating that my order was cancelled by Wayfair. I went online, viewed the ""my orders"" section and sure enough, the people at Wayfair arbitrarily canceled my confirmed order - no warning, no options ... just canceled it. I have sent customer service an email asking why they did this without any notice on a confirmed order. As an interesting coincidence, I received a promotional email from them again today promoting office chairs ;-) Ya right ... accept an order, accept my payment, confirm a delivery date, delay the delivery multiple times and then hang me out to dry. I say have a nice day and I commit to never purchasing anything from WayNOTfair again.

Update: A customer service representative from WayNOTfair contacted me, apologized for ""the situation"", did not apologize or explain why my order was arbitrarily canceled and was blaming the manufacturer for the delay. After explaining that my issue was not with the ""delay"" but that it was with WayNOTfair canceling my order without notice and without asking me, they offered me a 10% discount on future purchases. I declined and as noted, will not be purchasing from WayNOT fair in the future."
Wayfair Canada,2020-07-27T20:43:17Z,1,I ordered an Air Conditioner at the end of June because it had a convenient delivery date of July 8th. On July 10 it hadn’t arrived and the tracking number was not working so I called. I was told that they had no idea where it was and they can’t locate it. I asked them to cancel the order and provide a refund and I would just purchase one at the local store. I got my refund quickly. Fast forward to Saturday July 18th I come home to a huge air conditioner taking up my front porch. I’ve called twice and emailed 3 times only to be told I would need to be patient and they will pick it up when they can. I can not even use my front porch and they are not willing to help.
Wayfair Canada,2020-07-27T18:00:13Z,1,"Review of online shopping and delivery to Canada.
Ordered a Sofa. The delivery date was stated as July 21, then it was pushed to July 30. In fact, I got the Sofa delivered on July 25, Saturday morning, while I was out of town for the weekend. Without any notice. A sofa was left at the main entrance of the condo. Not just a small box. Had to ask a friend to help. Got a notice from my condo manager. Oficial reply from Wayfair is ""Since the item has been shipped and delivered there is nothing on our end that we can do"". Very helpful, thanks Wayfair!"
Wayfair Canada,2020-07-27T04:48:23Z,1,"HORRIBLE!!! We ordered an area rug on June 7th it was supposed to arrive June 17th never showed up no communication about why it was so delayed finally on July 24th we called and they admitted it was lost, got a refund. Would not reccomend at all just go in store and buy what you want!"
Wayfair Canada,2020-07-26T00:43:46Z,1,"Worst experience with an online company EVER. I've never even heard of a company with such terrible policies and procedures. After putting my card on file with one of their sales agent (who makes commission), my card was charged up to an extra $50,000 for items that I left in my cart that i clearly told the agent I was not ready to purchase. I did not receive any of these items, and many of the items I did purchase came in either broken, damaged, missing some pieces, or the wrong item. 

When I called their customer service to inquire about all the transactions on my card, and for the missing/damaged items, their support team said they would inquire about this and call me back. We had spent over 2 hours going line by line for the transactions and the items. Two weeks went by with no news. When I finally called back, the new agent told me there was nothing on file from my previous call and we had to go all over it again.  Once we went line by line again, the agent told me that we had to call our bank and deal with it from their end because their system showed no errors. They refused to refund me the unauthorized transactions, even after the agent told me he could see on their system that these transactions were not made by me - WITHOUT DOING AN INVESTIGATION INTO THE PREVIOUS CALLS/EMAILS/AGENT OR INTO THE DAMAGED GOODS. 

I have now spent a combination of over 10 hours with different Wayfair customer service agents and my bank - and still do not have my credit card cleared or my house furnished properly. This company is not doing its due diligence to protect its customers. SAVE YOUR MONEY AND TIME - do not purchase from them."
Wayfair Canada,2020-07-24T20:04:40Z,1,"Wayfair provided my family with terrible service and took no responsibility for their errors. They left my grandmother who lives in a small apartment in an elderly home with a sofa with no legs and the completely wrong items!! Terrible service and offered no help. Took hours of being on hold until they told us they would provide my grandmother with what we ordered. Wayfair, please take better care of your customers. 😔"
